Problem,Số job,số máy,Upper bound,Lower bound,Number of clause,Number of variable,Makespan,Status,Runtime
mk01.txt,10,6,42,36,38678,5701,40,OPTIMAL,0.15
mk02.txt,10,6,32,24,44237,5482,26,OPTIMAL,1684.72
mk03.txt,15,8,211,204,1736057,80265,204,OPTIMAL,17.53
mk04.txt,15,8,81,48,151167,17922,60,OPTIMAL,5.85
