Problem,Số job,số máy,Upper bound,Lower bound,Number of clause,Number of variable,Makespan,Status,Runtime
01a,10,5,2518,2505,21370692,819516,-1,TIME_OUT,4801.93
02a,10,5,2231,2228,20684488,651035,-1,TIME_OUT,4801.63
03a,10,5,2229,2228,30515823,650497,-1,TIME_OUT,4804.57
04a,10,5,2503,2503,21284894,815178,-1,TIME_OUT,4802.49
