Problem,Số job,số máy,Upper bound,Lower bound,Number of clause,Number of variable,Makespan,Status,Runtime
mk01.txt,10,6,42,36,43733,4811,40,OPTIMAL,0.15
mk02.txt,10,6,32,24,82969,4088,26,OPTIMAL,2062.55
mk03.txt,15,8,211,204,2360477,72705,204,OPTIMAL,17.66
mk04.txt,15,8,81,48,167567,16201,60,OPTIMAL,7.37
