Problem,Số job,số máy,Upper bound,Lower bound,Number of clause,Number of variable,Makespan,Status,Runtime
mt10c1,10,11,927,655,2464138,130599,-1,UNSAT,6.21
mt10cc,10,12,910,655,2362825,125509,-1,UNSAT,5.91
mt10x,10,11,918,655,2408346,127899,-1,UNSAT,5.7
mt10xx,10,12,918,655,2412343,127959,-1,UNSAT,5.59
mt10xxx,10,13,918,655,2416410,127999,-1,UNSAT,5.63
mt10xy,10,12,905,655,2332413,124009,-1,UNSAT,5.44
mt10xyz,10,13,847,655,1978501,106619,-1,UNSAT,4.65
